drug,pair_cell_count
198474-05-4,2
1BETA-METHYLIMIPENEM,2
2'-3'-DIDEOXYINOSINE,2
2-CL-IB-MECA,2
2-PHENYLCYCLOPROPANAMINE,2
"2-PROPENOIC ACID, 3-[4-(1H-IMIDAZOL-1-YLMETHYL)PHENYL]-, (Z)-",2
2-PROPYLPENTANOATE,2
"2-[(5Z)-5-[(2Z)-2-METHYL-3-PHENYLPROP-2-EN-1-YLIDENE]-4-OXO-2-SULFANYLIDENE-1,3-THIAZOLIDIN-3-YL]ACETIC ACID",2
2-[4-[3-[(4-OXIDANYLIDENE-3~{H}-PHTHALAZIN-1-YL)METHYL]PHENYL]CARBONYLPIPERAZIN-1-YL]PYRIDINE-3-CARBONITRILE,2
201943-63-7,2
202590-98-5,2
204133-10-8,2
217645-70-0,2
220619-73-8,2
252916-29-3,2
27726-35-8,2
289483-69-8,2
29883-15-6,2
"3-(3,4-DIHYDROXYPHENYL)PROP-2-ENOIC ACID",2
3-BDO,2
300842-64-2,2
302-53-4,2
308246-52-8,2
319460-94-1,2
32222-06-3,2
342641-94-5,2
34933-06-7,2
357263-14-0,2
372196-67-3,2
38609-97-1,2
39711-79-0,2
3BDO,2
"4,4-DIFLUORO-N-[(1S)-3-[3-(3-ISOPROPYL-5-METHYL-1,2,4-TRIAZOL-4-YL)-8-AZABICYCLO[3.2.1]OCTAN-8-YL]-1-PHENYL-PROPYL]CYCLOHEXANECARBOXAMIDE",2
4-HYDROXYANDROSTENEDIONE,2
445430-58-0,2
476159-98-5,2
477775-14-7,2
483-60-3,2
494772-86-0,2
494772-87-1,2
4\'-EPIADRIAMYCIN,2
4\\/4\\/7218,2
5-(((5-CHLORO-2-METHYLPYRIDIN-3-YL)AMINO)METHYL)-N-(3-CYCLOPENTYL-1-(CYCLOPROPYLAMINO)-1-OXOPROPAN-2-YL)THIOPHENE-2-CARBOXAMIDE,2
5-7-DIHYDROXYFLAVONE,2
"5-[2-(4-HYDROXYPHENYL)VINYL]BENZENE-1,3-DIOL",2
509088-69-1,2
54-62-6,2
57-22-7,2
5852-78-8,2
"6-(3-CHLOROPHENYL)PTERIDINE-2,4,7-TRIAMINE",2
600734-06-3,2
62004-35-7,2
649756-01-4,2
664969-54-4,2
685898-44-6,2
7553-53-9,2
79558-09-1,2
821794-92-7,2
827031-83-4,2
83-88-5,2
849675-66-7,2
852918-02-6,2
85375-15-1,2
858668-07-2,2
859853-30-8,2
865231-46-5,2
867331-82-6,2
876310-02-0,2
882531-87-5,2
885060-08-2,2
887650-05-7,2
89565-68-4,2
89778-26-7,2
9-CIS ACITRETIN,2
900515-16-4,2
901245-65-6,2
905579-51-3,2
911417-87-3,2
913064-47-8,2
928344-12-1,2
938444-93-0,2
939981-37-0,2
942487-16-3,2
944341-54-2,2
946128-88-7,2
950912-80-8,2
96036-03-2,2
A 419259,2
A 804598,2
A-419259,2
ABAMETAPIR,2
AC1L1EUK,2
AC1L1IJY,2
AC1L21NN,2
AC1L34YQ,2
AC1L9B2S,2
AC1L9B3J,2
AC1LAKOZ,2
AC1LIMNP,2
AC1M4BZH,2
AC1MDWZ9,2
AC1NRBJE,2
AC1O41R4,2
AC1O53DL,2
AC1O7GND,2
AC1OF33F,2
AC1OF340,2
AC1OFCD4,2
AC1OFCEP,2
AC1OFCJY,2
AC1Q29DP,2
ACC-789,2
ACPA,2
ACT 078,2
ADONITOL,2
AFURESERTIB,2
AFURESERTIB (GSK2110183),2
AGN-194204,2
AGN-PC-0MU5N5,2
AK174336,2
AK176003,2
AL 8697,2
AL-8697,2
ALDOXORUBICIN HYDROCHLORID,2
ALENDRONATE,2
ALENDRONATE (FOSAMAX),2
ALFUZOSIN,2
ALFUZOSIN HYDROCHLORIDE,2
ALOIN,2
ALOIN B,2
ALPELISIB(BYL-719),2
ALVELESTAT,2
AM-5992,2
AMD 3465,2
AMD-3465,2
AMG 232,2
AMG 548,2
AMG 925,2
AMG-232,2
AMG-319,2
AMG-511,2
AMG-548,2
AMG-837,2
AMG-925 (FLX925),2
AMG319,2
AMINOGUANIDINE HEMISULFATE,2
AMIODARONE,2
AMPANEL,2
AMPK ACTIVATOR,2
ANSAMITOCIN P-3,2
ANTITUMOR COMPOUND 1,2
AP-26113,2
AP-761,2
AQX-MN-100,2
ARA-FURAN-A,2
ARACHIDONYLCYCLOPROPYLAMIDE,2
ARQ 621,2
ARQ-621,2
ARRY-520,2
AS-1940477,2
AST 487,2
AT-13148,2
ATAZANAVIR,2
AVADOMIDE,2
AVN944,2
AZ-191,2
AZ-82,2
AZ-9482,2
AZ82,2
AZALOMYCIN-B,2
AZASETRON,2
AZD-0156,2
AZD-1208,2
AZD-2461,2
AZD-2858,2
AZD-3147,2
AZD-3264,2
AZD-3463,2
AZD-3514,2
AZD-3759,2
AZD-5153 6-HYDROXY-2-NAPHTHOIC ACID,2
AZD-6738,2
AZD-8186,2
AZD-8797,2
AZD-9496 MALEATE,2
AZD0156,2
AZD1152,2
AZD1208,2
AZD3264,2
AZD3759,2
AZD6738,2
AZD8186,2
AZD8797,2
AZD9496 (MALEATE),2
AZD9668,2
AZELASTINE,2
AZELASTINE HYDROCHLORIDE,2
AZIXA,2
B I09,2
BACITRACIN ZINC,2
BALSALAZIDE,2
BAY 41-2272,2
BAY-1125976,2
BAY-1161909,2
BAY-1217389,2
BAY-356,2
BAY-41-2272,2
BAY-65-1942 HYDROCHLORIDE,2
BAY1125976,2
BCL6 INHIBITOR,2
BCP20778,2
BEMCENTINIB,2
BENTAMAPIMOD,2
"BENZOIC ACID, 2-[[3-(3,4-DIMETHOXYPHENYL)-1-OXO-2-PROPENYL]AMINO]-",2
BENZYL N-{3-METHYL-1-[(1-OXOHEXAN-2-YL)CARBAMOYL]BUTYL}CARBAMATE,2
BERZOSERTIB,2
BET-BAY 002,2
BETANIN,2
BETAXOLOL HYDROCHLORIDE,2
BETHANECHOL,2
BFH-772,2
BFH772,2
BI-671800,2
BI09,2
BIAPENEM,2
BIRABRESIB,2
BIS(2-METHOXYETHYL) PHTHALATE,2
BISINDOLYLMALEIMIDE,2
BISINDOLYLMALEIMIDE I,2
BIX 02565,2
BIX-02565,2
BLEBBISTATIN,2
BLU-9931,2
BLU9931,2
BLZ-945,2
BLZ945,2
BMN-673,2
BMS-202,2
BMS-4,2
BMS-595,2
BMS-599626,2
BMS-690514,2
BMS-806 (BMS 378806),2
BQU-57,2
BQU57,2
BRACKEN FERN TOXIC COMPONENT,2
BRINDERDIN,2
BRINTELLIX,2
BRIVUDINE,2
BRL15572,2
BROMHEXINE,2
BUFLOMEDIL,2
BUTOCONAZOLE,2
BX-471,2
C-646,2
C-MYC INHIBITOR,2
C10H10O4,2
C646,2
CA-074ME,2
CAA0225,2
CAFFEINE CITRATE,2
CALCITRIOL (RO-21-5535),2
CALMIDAZOLIUM,2
CANADINE,2
CAPECITABINE (XELODA),2
CBL-0137,2
CC-122,2
CCT-244747,2
CCT-251545,2
CCT-251921,2
CCT241533,2
CCT251545,2
CCT251921,2
CDK8I-51,2
CEFOPERAZONE (SODIUM SALT),2
CEFTIOFUR,2
CEFTIOFUR HYDROCHLORIDE,2
CELSENTRI (MARAVIROC),2
CEP-37440,2
CEP28122,2
CETIRIZINE,2
CETIRIZINE HYDROCHLORIDE,2
CGM-097,2
CGP-74588 (N-DESMETHYL IMATINIB),2
CGS 21680,2
CH-5183284,2
CHEBI:47495,2
CHEBI:63449,2
CHEBI:93770,2
CHEBI:94798,2
CHEBI:95054,2
CHEMBL1270810,2
CHEMBL1364159,2
CHEMBL1394734,2
CHEMBL1408258,2
CHEMBL1625478,2
CHEMBL1643208,2
CHEMBL1706473,2
CHEMBL1878119,2
CHEMBL2070615,2
CHEMBL2107334,2
CHEMBL2132150,2
CHEMBL2132584,2
CHEMBL2134016,2
CHEMBL2134640,2
CHEMBL2137189,2
CHEMBL2138352,2
CHEMBL2142770,2
CHEMBL2170099,2
CHEMBL2325079,2
CHEMBL2337032,2
CHEMBL244464,2
CHEMBL258622,2
CHEMBL3103000,2
CHEMBL3103040,2
CHEMBL3114578,2
CHEMBL3128069,2
CHEMBL317493,2
CHEMBL3182364,2
CHEMBL3183090,2
CHEMBL3183463,2
CHEMBL3183697,2
CHEMBL3184303,2
CHEMBL3184387,2
CHEMBL3184424,2
CHEMBL3184655,2
CHEMBL3186716,2
CHEMBL3186846,2
CHEMBL3188521,2
CHEMBL3188552,2
CHEMBL3188572,2
CHEMBL3188661,2
CHEMBL3348824,2
CHEMBL3348838,2
CHEMBL3348841,2
CHEMBL3348843,2
CHEMBL3348847,2
CHEMBL3348848,2
CHEMBL3348849,2
CHEMBL3348853,2
CHEMBL3348858,2
CHEMBL3348860,2
CHEMBL3348869,2
CHEMBL3348871,2
CHEMBL3348872,2
CHEMBL3348874,2
CHEMBL3348877,2
CHEMBL3348879,2
CHEMBL3348881,2
CHEMBL3348884,2
CHEMBL3348888,2
CHEMBL3348891,2
CHEMBL3348892,2
CHEMBL3348895,2
CHEMBL3348899,2
CHEMBL3348900,2
CHEMBL3348905,2
CHEMBL3348910,2
CHEMBL3348914,2
CHEMBL3348916,2
CHEMBL3348918,2
CHEMBL3348919,2
CHEMBL3348922,2
CHEMBL3348924,2
CHEMBL3348925,2
CHEMBL3348926,2
CHEMBL3348927,2
CHEMBL3348928,2
CHEMBL3348929,2
CHEMBL3348930,2
CHEMBL3348934,2
CHEMBL3348935,2
CHEMBL3348942,2
CHEMBL3348944,2
CHEMBL3348946,2
CHEMBL3348948,2
CHEMBL3348949,2
CHEMBL3348952,2
CHEMBL3348953,2
CHEMBL3348955,2
CHEMBL3348961,2
CHEMBL3348967,2
CHEMBL3348973,2
CHEMBL3348974,2
CHEMBL3348980,2
CHEMBL3348982,2
CHEMBL3348987,2
CHEMBL3348988,2
CHEMBL3348989,2
CHEMBL3348995,2
CHEMBL3348997,2
CHEMBL3392636,2
CHEMBL3393439,2
CHEMBL3417706,2
CHEMBL359618,2
CHEMBL3814532,2
CHEMBL387477,2
CHEMBL3972653,2
CHEMBL416657,2
CHEMBL481512,2
CHEMBL492193,2
CHEMBL494027,2
CHEMBL502156,2
CHIR-98023,2
CHLORHEXIDINE BASE,2
CHLORPHENAMINE MALEATE,2
CI-966,2
CILIOBREVIN D,2
CILLIOBREVIN D,2
CINCHONINE,2
CIS-DIETHYL STILBESTROL,2
CITALOPRAM HYDROBROMIDE,2
CL-F-ARAA,2
CLINDAMYCIN HYDROCHLORIDE,2
CLOMIPHENE,2
CLOMIPRAMINE,2
COMPB,2
COMPOUND 2,2
COMPOUND 22D,2
COMPOUND 36,2
CP-346086,2
CP-456773,2
CPI-703,2
CRIDANIMOD,2
CROMOGLYCATE,2
CROMOLYN SODIUM,2
CROTAGLIN,2
CTK8E8456,2
CTK8F0346,2
CUBICIN,2
CUDC-305,2
"CURCUMIN, CURCUMA LONGA L.",2
CXC-195,2
CYCLOBENZAPRINE,2
CYCLOVIROBUXIN D,2
CYCLOVIROBUXINE,2
CYMEVAL,2
CYPROHEPTADINE,2
D-106669,2
D-942,2
DACTINOMYCIN,2
DAPOXETINE,2
DAPOXETINE HYDROCHLORIDE,2
DAROLUTAMIDE,2
DAROLUTAMIDE (ODM-201),2
DB-07268,2
DB07268,2
DCC-2618,2
DELTARASIN,2
DEXTROMETHORPHAN HYDROBROMIDE,2
"DIBENZ[B,E]OXEPIN-2-ACETICACID, 11-[3-(DIMETHYLAMINO)PROPYLIDENE]-6,11-DIHYDRO-, (11Z)-",2
DIMEBOLIN,2
DIMETHYL BUT-2-ENEDIOATE,2
DISUFENTON SODIUM,2
DMH2,2
DOLUTEGRAVIR,2
DORZOLAMIDE,2
DOUBLE JS-K,2
DOXAZOSIN,2
DSSTOX_CID_28582,2
DSSTOX_CID_31408,2
DU-21220,2
DULOXETINE,2
DULOXETINE HYDROCHLORIDE,2
DUVELISIB,2
E-7449,2
E-7820,2
E7449,2
ECDYSTERONE,2
ECONAZOLE,2
EDO-S101,2
EFATUTAZONE,2
ELN-441958,2
ELR-510444,2
ELTANEXOR,2
EMD-534085,2
EMD-638683,2
EMD638683,2
EMPESERTIB,2
EMPM,2
ENDOXIFEN E-ISOMER,2
ENSARTINIB,2
ENT-LAMIVUDINE,2
ENTECAVIR IMPURITY A,2
EOS-200271,2
EPIBLASTIN A,2
EPZ-015866,2
EPZ-020411,2
EPZ-031686,2
EPZ-5676,2
EPZ015866,2
EPZ020411,2
ERK 11E,2
ESOMEPRAZOLE MAGNESIUM,2
ESTRAGUARD,2
ESTRAMUSTINE PHOSPHATE SODIUM,2
"ETHYL 4-(5-ACRYLAMIDO-2-FLUOROPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDINE-5-CARBOXYLATE",2
EVOFOSFAMIDE,2
FASUDIL,2
FAZARABINE,2
FENEBRUTINIB,2
FESOTERODINE,2
FGF401,2
FLECAINIDE,2
FLUDARABINE,2
FLUOROCYCLOPENTENYLCYTOSINE,2
FLUPHENAZINE,2
FLUPHENAZINE DIHYDROCHLORIDE,2
FLUPIRTINE,2
FMAU,2
FRAMYCETIN SULFATE,2
FRAX-1036,2
FRAX-486,2
FRAX-597,2
FRAX1036,2
FRAX486,2
FRAX597,2
FUMALIC ACID,2
FX-9847,2
G-007-LK,2
G-STROPHANTHIN,2
G007-LK,2
GABEXATE,2
GALANTAMINE HYDROBROMIDE,2
GBR 12935,2
GBR-12935,2
GEMCITABINE HYDROCHLORIDE,2
GENISTIN,2
GENTAMYCIN SULFATE,2
GENTIAN VIOLET CATION,2
GKT-137831,2
GLPG-0187,2
GLPG-0974,2
GLPG0974,2
GOLVATINIB,2
GRANISETRON,2
GRANISETRON (AB-1001),2
GS-9620,2
GS-9901,2
GSK 2250665A,2
GSK-2194069,2
GSK-2250665A,2
GSK-2256294A,2
GSK-2578215A,2
GSK-2606414,2
GSK-2656157,2
GSK-2801,2
GSK-2830371,2
GSK-2837808A,2
GSK-2879552,2
GSK-2981278,2
GSK-2982772,2
GSK-3326595,2
GSK-343,2
GSK-481,2
GSK-484,2
GSK-503,2
GSK-583,2
GSK-5959,2
GSK-682753A,2
GSK-6853,2
GSK-864,2
GSK-872,2
GSK-963,2
GSK1324726A,2
GSK1324726A (I-BET726),2
GSK2141795,2
GSK2194069,2
GSK2256294A,2
GSK2334470,2
GSK2578215A,2
GSK2606414,2
GSK2656157,2
GSK2801,2
GSK2837808A,2
GSK2879552,2
GSK2981278,2
GSK2982772,2
GSK343,2
GSK481,2
GSK484,2
GSK503,2
GSK583,2
GSK682753A,2
GSK6853,2
GSK864,2
GSK872,2
GSK963 RACEMATE,2
GTPL6731,2
GW 6471,2
GW-1929,2
GW-2580,2
GW-768505A,2
GW1929,2
GW305074X,2
GW768505A,2
GYKI-52466,2
GZD-824,2
H-D-CYS(TRT)-OH,2
HA-130,2
HA130,2
HAPA-GENTAMYCIN B,2
HG-6-64-1,2
HG6-64-1,2
HISTAMINE,2
HM-30181,2
HMSL10015,2
HMSL10016,2
HMSL10019,2
HMSL10076,2
HMSL10084,2
HMSL10089,2
HSP-990,2
HSP990,2
HUPERIZINE A,2
HUPERZINE A,2
IBANDRONATE SODIUM MONOHYDRATE,2
IBUTAMOREN MESYLATE,2
IFOSFAMIDE-D4,2
ILK-IN-2,2
ILOMASTAT (GM6001- GALARDIN),2
IMIPENEM,2
INCB8761 (PF-4136309),2
INDIMITECAN HYDROCHLORIDE,2
INDIMITECAN HYDROCHLORIDE (LMP-776),2
INDISULAM,2
INDISULAM (E7070),2
INDOTECAN HYDROCHLORIDE,2
INDOTECAN HYDROCHLORIDE (LMP-400),2
INGENOL 3-ANGELATE,2
INOLITAZONE,2
IOX-1,2
IRBINITINIB,2
IROSUSTAT,2
IROSUSTAT (STX-64),2
ISEPAMICIN,2
ISEPAMICIN SULFATE,2
JAK3I,2
JNJ-28871063 HYDROCHLORIDE,2
JS-59-4,2
JS-65-103,2
JS-K,2
K6PKX2PHVZ,2
KD-025,2
KGBPLKOPSFDBOX-UHFFFAOYSA-N,2
KI-696,2
KI696,2
KPT-8602,2
KS-00000Y5E,2
KS-00001CUZ,2
L-165041,2
L-778123,2
L-HYOSCYAMINE,2
LANABECESTAT,2
LATREPIRDINE HYDROCHLORIDE,2
LB-100,2
LCL-161,2
LCL161,2
LEVAMISOLE HYDROCHLORIDE,2
LEVOMYCIN,2
LF3,2
LGH-447,2
LINCOMYCIN HYDROCHLORIDE,2
LINOMIDE,2
LMP-744,2
LOMEFLOXACIN,2
LP 533401,2
LP-533401,2
LX-7101,2
LX7101,2
LXS-196,2
LXS196,2
LY 2365109 HYDROCHLORIDE,2
LY-2090314,2
LY-2334737,2
LY-2365109 HYDROCHLORIDE,2
LY-2409881,2
LY-2584702,2
LY-2857785,2
LY-3009120,2
LY-3023414,2
"LY-310,762",2
LY-3177833,2
LY-3214996,2
LY-3314814,2
LY-341495,2
LY2090314,2
LY2334737,2
LY2409881 TRIHYDROCHLORIDE,2
LY2584702,2
LY2857785,2
LY2874455,2
LY3009120,2
LY3023414,2
LY310762,2
LY3214996,2
M-024,2
M-475271,2
MARTINOSTAT,2
MATRINE,2
MAVELERTINIB,2
MCC950,2
MECLIZINE,2
MEGESTRYL ACETATE,2
METHSCOPOLAMINE (BROMIDE),2
METHYLENE BLUE CATION,2
METHYLTESTOSTERONE,2
MI-773 (SAR405838),2
MITIGLINIDE CALCIUM HYDRATE,2
MIVEBRESIB,2
MIVEBRESIB (ABBV-075),2
MK-8931,2
MK591,2
MKC-3946,2
MKC3946,2
ML-119,2
ML-228,2
ML-323,2
ML-327,2
ML-347,2
ML-364,2
ML-390,2
ML-7,2
ML327,2
ML347,2
ML364,2
ML390,2
MLN-7243,2
MLS-0090801.0001,2
MLS002702854,2
MMP INHIBITOR V,2
MODUFOLIN,2
MOLMAP_000049,2
MOLPORT-042-665-727,2
MOSAPRIDE,2
MPT-0B098,2
MRT 68601 HYDROCHLORIDE,2
MRT-67307,2
MRT-68601 HYDROCHLORIDE,2
MRT67307,2
MX-69,2
MX69,2
N-DESMETHYL IMATINIB,2
NAFAMOSTAT,2
NAMODENOSON,2
NARATRIPTAN HYDROCHLORIDE,2
NCB-1026,2
NCGC00014650-03,2
NCGC00014911-01,2
NCGC00015463-02,2
NCGC00016330-01,2
NCGC00016552-01,2
NCGC00016641-01,2
NCGC00016686-07,2
NCGC00016752-02,2
NCGC00016797-04,2
NCGC00017244-05,2
NCGC00017354-06,2
NCGC00017394-08,2
NCGC00021925-04,2
NCGC00025235-01,2
NCGC00090782-07,2
NCGC00090808-03,2
NCGC00091032-08,2
NCGC00091109-03,2
NCGC00095245-01,2
NCGC00142605-03,2
NCGC00142624-04,2
NCGC00160515-03,2
NCGC00160531-01,2
NCGC00162383-02,2
NCGC00162409-03,2
NCGC00163424-03,2
NCGC00163532-01,2
NCGC00163547-01,2
NCGC00164566-02,2
NCGC00165799-02,2
NCGC00167431-02,2
NCGC00167518-03,2
NCGC00167798-01,2
NCGC00178127-04,2
NCGC00178852-05,2
NCGC00179363-03,2
NCGC00181131-02,2
NCGC00183434-01,2
NCGC00183844-01,2
NCGC00185736-01,2
NCGC00186013-01,2
NCGC00249661,2
NCGC00262228,2
NCGC00262331,2
NCGC00262545-02,2
NCGC00263527-02,2
NCGC00271415-02,2
NCGC00344564-02,2
NCGC00344622-02,2
NCGC00344990-01,2
NCGC00345821-01,2
NCGC00346433-01,2
NCGC00346436-01,2
NCGC00346438-01,2
NCGC00346471-01,2
NCGC00346481-01,2
NCGC00346523-01,2
NCGC00346524-01,2
NCGC00346531-01,2
NCGC00346559-01,2
NCGC00346563-01,2
NCGC00346580-01,2
NCGC00346589-01,2
NCGC00346590-01,2
NCGC00346609-01,2
NCGC00346664-01,2
NCGC00346728-01,2
NCGC00346729-01,2
NCGC00346737-01,2
NCGC00346827-01,2
NCGC00346969-01,2
NCGC00347282-01,2
NCGC00347283-01,2
NCGC00372530,2
NCGC00378588,2
NCGC00386177-01,2
NCGC00408930,2
NCGC00481082-01,2
NCGC00505117,2
NCGC00505118,2
NCGC00510708,2
NEBIVOLOL HYDROCHLORIDE,2
NECROSTATIN 2,2
NECROSTATIN 2 S ENANTIOMER,2
NEMORUBICIN,2
NEOHESPERIDIN DIHYDROCHALCONE,2
NEOMYCIN SULFATE,2
NEOPROFEN,2
NEPICASTAT,2
NIBR-189,2
NIBR189,2
NITROFURAZONE,2
NMS-1286937,2
NMS-P937,2
NORBINALTORPHIMINE,2
NOREPINEPHRINE,2
NSC 242267,2
NSC-23925,2
NSC23925,2
NVP-CGM097,2
NVP-FGF-401,2
NVP-TNKS656,2
OCTYLONIUM BROMIDE,2
OLANZAPINE (LY-170053),2
OLEANOLIC ACID (CARYOPHYLLIN),2
OLPRINONE HYDROCHLORIDE,2
ON-01910,2
ON-123300,2
ON123300,2
ONO-4059 (GS-4059),2
ONO-4817,2
OPHTHALMADINE,2
ORPHENADRINE,2
ORPHENADRINE HYDROCHLORIDE,2
OSIMERTINIB,2
OSIMERTINIB MESYLATE,2
OSU-T315,2
OTILONIUM,2
OTS-167,2
OTS-964,2
OTS964,2
OTSSP167,2
OTX-008,2
OTX008,2
OUABAIN OCTAHYDRATE,2
OXYBUTYNIN,2
PACRITINIB,2
PAPAVERINE,2
PARIETIN,2
PAROXETINE,2
PERAMIVIR,2
PHENFORMIN,2
PHENOXYBENZAMINE,2
PHENTOLAMINE,2
PHENYLEPHRINE,2
PIMECROLIMUS,2
PLERIXAFOR,2
PNU-200577,2
PNU282987,2
POLY(2-FLUOROADENYLIC ACID),2
PRAMIRACETAM HYDROCHLORIDE,2
PRAVASTATIN,2
PROCATEROL,2
PROPAFENONE,2
PROVITAMIN A1,2
PSEUDOYOHIMBINE,2
RABEPRAZOLE SODIUM,2
RAC NEBIVOLOL HYDROCHLORIDE,2
RALIMETINIB,2
RETASPIMYCIN,2
RIGOSERTIB SODIUM(RANDOM CONFIGURATION),2
RISPERIDONE???,2
RIVAFURAZON,2
RIVAROXABAN (XARELTO),2
RIVASTIGMINE,2
RIZATRIPTAN,2
ISOCYCLOHEXIMIDE,2
NCGC00161622-03,2
NCGC00242502-01,2
SCHEMBL3489513,2
TOCRIS-1958,2
SAFINAMIDE,2
SALBUTAMOL,2
SARAFLOXACIN,2
SB-612111,2
SCHEMBL12175228,2
SCHEMBL13210325,2
SCHEMBL15622193,2
SCHEMBL16606206,2
SCHEMBL1946862,2
SCHEMBL20734874,2
SCHEMBL326516,2
SCHEMBL3954849,2
SCHEMBL3958507,2
SCHEMBL6874948,2
SELEGILINE,2
SKF 89976A,2
SR 1664,2
SR-01000075723,2
SULPIRIDE,2
SUMANIROLE,2
SUPLATAST,2
TERBINEX,2
TESMILIFENE,2
TICLOPIDINE,2
TIZANIDINE,2
TM30089,2
TRANS-PICEATANNOL,2
TRIETHYLGALLAMINE,2
TRIMETHYL GLYCINE,2
U0126,2
UNII-BXU45ZH6LI,2
"USNIC ACID, D-",2
VINDESINE SULFATE,2
WARFARIN,2
XYLOMETAZOLINE,2
YM 12617,2
ZINC100015731,2
ZINC101112865,2
ZINC103939005,2
ZINC11616261,2
ZINC11616871,2
ZINC117147304,2
ZINC139045355,2
ZINC208012538,2
ZINC208949883,2
ZINC208951860,2
ZINC22059945,2
ZINC28538988,2
ZINC38139483,2
ZINC3831133,2
ZINC3881972,2
ZINC43163828,2
ZINC44963243,2
ZINC896472,2
ZINC97975747,2
ZIPRASIDONE,2
"[8S-(4E,6Z,8R*,9R*,10E,12R*,13S*,14R*,16S*)]-9-[(AMINOCARBONYL)OXY]-13-HYDROXY-8,14,19-TRIMETHOXY-4,10,12,16-TETRAMETHYL-2-AZABICYCLO[16.3.1]DOCOSA-4,6,10,18,21-PENTAENE-3,20,22-TRIONE",2
"{2-[(2,6-DICHLOROPHENYL)AMINO]PHENYL}ACETATE",2
PARICALCITOL-D6,2
PBPO,2
PD 150606,2
PD 169316,2
PD 198306,2
PD-1\\/PD-L1 INHIBITOR 1,2
PD1-PDL1 INHIBITOR 2,2
PEVONEDISTAT,2
PF-4136309,2
PFI-2,2
PHENELZINE SULFATE,2
PIM447,2
PLX647,2
PLX7904,2
PLX8394,2
POMAGLUMETAD METHIONIL,2
PRAMIPEXOLE DIHYDROCHLORIDE,2
PRT062607,2
PU-WS13,2
QUIFLAPON SODIUM,2
QUINACRINE DIHYDROCHLORIDE DIHYDRATE,2
RAF709,2
RIFAPENTINA,2
RIPRETINIB,2
RIVICICLIB,2
RO4987655,2
RO9021,2
RUSKI-201 DIHYDROCHLORIDE,2
RX-3117,2
RX-5902,2
SAR020106,2
SAR131675 RACEMATE,2
SAR405,2
SAR405838,2
SARIDEGIB,2
SB1317,2
SCHEMBL12611449,2
SCHEMBL16177287,2
SCHEMBL17680458,2
SCHEMBL2263525,2
SCHEMBL652920,2
SENEXIN B,2
SF2523,2
SGC2085,2
SGC707,2
SHP099,2
SIMUROSERTIB,2
SIPONIMOD,2
SITAXSENTAN,2
SONOLISIB,2
SR9243,2
SRT3025,2
ST 2825,2
SU-14813,2
SU11274,2
SU5402,2
SUDAHWBOROXANE-UHFFFAOYSA-N,2
T-00127_HEV1,2
TA-02,2
TALAMPANEL,2
TALAROZOLE,2
TALAZOPARIB,2
TASELISIB,2
TD139,2
TEGASEROD,2
TH-302,2
THZ2,2
TMP195,2
TPOP146,2
U09Q76B8VK,2
UNC0224,2
UNC0646,2
UNC2025,2
UNC3866,2
UNC569,2
UNII-4HVE799MEJ,2
UNII-70N8WTD318,2
UNII-7E99B9ZM19,2
UNII-8JJC99KHGL,2
UNII-J2H993JF5Q,2
UNII-KXQ762CQTH,2
UNII-L10K286T2H,2
UNII-RF59KJ79DG,2
UNII-S098K6HGD9,2
UNII-V9GGV0YCDI,2
UPROSERTIB,2
VALGANCICLOVIR,2
VANCOMYCIN HCL,2
VERUBECESTAT,2
VICRIVIROC,2
VLX1570,2
VORELOXIN,2
VPS34 INHIBITOR 1,2
WNK463,2
X-396,2
XCT790,2
YM 511,2
YU238259,2
ZD7288 HYDRATE,2
ZM39923,2
ZOLEDRONIC ACID HYDRATE,2
ZUCLOMIPHENE,2
"{(3R,4R)-4-METHYL-3-[METHYL(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PIPERIDIN-1-YL}(PYRROLIDIN-1-YL)METHANONE",2
PARICALCITOL-D6 (ABT-358),2
PATIDEGIB,2
PD-1/PD-L1 INHIBITOR 1,2
PD-150606,2
PD-168393,2
PD-169316,2
PD-198306,2
PF-04937319,2
PF-05175157,2
PF-06439015,2
PF-06454589,2
PF-06747775,2
PF-06821497,2
PF-4693627,2
PF-5006739,2
PF-670462,2
PF-956980,2
PHORTRESS (NSC-710305),2
PIMAGEDINE,2
PINORUBICIN,2
PLURISLN 1,2
PLX-647,2
PLX-7904,2
PLX-8394,2
PRP003-032,2
PRP003-062,2
PRP003-073,2
PRP01-012,2
PRT-062607,2
PTC-691,2
PU-WS-13,2
PX-478,2
PX-866,2
QUINACRINE,2
R-1530,2
R-ETODOLAC,2
RABEPRAZOLE,2
RAF-709,2
RALANITEN (EPI-001),2
RG-7845 (GDC-0853),2
RIVICICLIB (P276-00),2
RO-28-1675,2
RO-4987655,2
RO-5126766,2
RO-9021,2
ROCILETINIB,2
ROQUINIMEX,2
RUC-4,2
RUSKI-201,2
RVX-208,2
RX-5902 (SUPINOXIN),2
SAR-020106,2
SAR-131675,2
SAR-405,2
SB-1317,2
SCH-51344,2
SELINEXOR,2
SEMAXANIB,2
SENEXIN-B,2
SF-2523,2
SGC-2085,2
SGC-707,2
SHP-099,2
SITAXENTAN,2
SKI-II,2
SKLB4771,2
SPEBRUTINIB (AVL-292),2
SR-2211,2
SR-9243,2
SRT-2104,2
SRT-3025,2
